timestamp,node_id,counter,soil_pct,raw_data,payload_bytes,rssi,snr,rtt_cloud_ms,decision_latency_ms,jitter_ms,missing_packets,cpu_percent,ram_percent,node_batt_pct,node_current_ma,gateway_batt_pct,gateway_current_ma
2026-04-14T18:11:04.170807,node2,10390,94,"NODE2,10390,377,94",18,-46,13.0,,15.0,0,0,2.0,17.2,0,0,91,0.0
2026-04-14T18:11:06.744617,node1,15321,92,"NODE1,15321,388,92",18,-40,13.25,,15.0,0,0,0.3,17.2,0,0,91,0.0
2026-04-14T18:11:14.494905,node1,15322,92,"NODE1,15322,390,92",18,-39,13.0,,15.0,0,0,2.1,17.2,0,0,91,0.0
2026-04-14T18:11:16.105337,node2,10391,95,"NODE2,10391,372,95",18,-48,13.0,,15.0,0,0,0.5,17.2,0,0,91,0.0
2026-04-14T18:11:25.133446,node1,15323,91,"NODE1,15323,391,91",18,-41,13.25,,15.0,0,0,1.7,17.3,0,0,91,0.0
2026-04-14T18:11:30.199181,node2,10392,94,"NODE2,10392,377,94",18,-48,13.25,,15.0,0,0,3.2,17.2,0,0,91,0.0
2026-04-14T18:11:33.845885,node1,15324,92,"NODE1,15324,388,92",18,-40,13.0,,15.0,0,0,0.1,17.2,0,0,91,0.0
2026-04-14T18:11:42.133327,node2,10393,94,"NODE2,10393,376,94",18,-47,13.0,,15.0,0,0,1.9,17.2,0,0,91,0.0
2026-04-14T18:11:43.521068,node1,15325,92,"NODE1,15325,388,92",18,-41,13.5,,15.0,0,0,0.4,17.2,0,0,91,0.0
2026-04-14T18:11:54.195088,node1,15326,92,"NODE1,15326,388,92",18,-41,12.75,,15.0,0,0,1.5,17.2,0,0,91,0.0
2026-04-14T18:11:56.249536,node2,10394,94,"NODE2,10394,377,94",18,-47,13.75,,15.0,0,0,0.1,17.2,0,0,91,0.0
2026-04-14T18:12:03.838168,node1,15327,92,"NODE1,15327,390,92",18,-41,13.75,,15.0,0,0,2.2,17.2,0,0,91,0.0
2026-04-14T18:12:09.298931,node2,10395,94,"NODE2,10395,379,94",18,-46,13.25,,15.0,0,0,0.2,17.2,0,0,91,0.0
2026-04-14T18:12:12.547444,node1,15328,92,"NODE1,15328,388,92",18,-40,13.5,,15.0,0,0,1.8,17.4,0,0,91,0.0
2026-04-14T18:12:20.298235,node1,15329,92,"NODE1,15329,390,92",18,-41,13.5,,15.0,0,0,1.3,17.3,0,0,91,0.0
2026-04-14T18:12:24.414288,node2,10396,95,"NODE2,10396,371,95",18,-47,12.75,,15.0,0,0,3.7,17.2,0,0,91,0.0
2026-04-14T18:12:28.047247,node1,15330,91,"NODE1,15330,392,91",18,-41,14.0,,15.0,0,0,0.1,17.2,0,0,91,0.0
2026-04-14T18:12:36.348515,node2,10397,93,"NODE2,10397,381,93",18,-47,12.5,,15.0,0,0,1.9,17.2,0,0,91,0.0
2026-04-14T18:12:37.721914,node1,15331,91,"NODE1,15331,391,91",18,-40,13.75,,15.0,0,0,0.2,17.2,0,0,91,0.0
2026-04-14T18:12:48.361779,node1,15332,92,"NODE1,15332,390,92",18,-41,13.25,,15.0,0,0,1.6,17.2,0,0,91,0.0
2026-04-14T18:12:51.522658,node2,10398,93,"NODE2,10398,381,93",18,-47,13.25,,15.0,0,0,0.3,17.2,0,0,91,0.0
2026-04-14T18:12:58.998306,node1,15333,91,"NODE1,15333,391,91",18,-42,13.0,,15.0,0,0,2.0,17.1,0,0,91,0.0
2026-04-14T18:13:04.535651,node2,10399,93,"NODE2,10399,381,93",18,-48,13.0,,15.0,0,0,0.1,17.1,0,0,91,0.0
2026-04-14T18:13:07.711626,node1,15334,91,"NODE1,15334,392,91",18,-41,13.5,,15.0,0,0,4.7,17.1,0,0,91,0.0
2026-04-14T18:13:16.470220,node2,10400,95,"NODE2,10400,375,95",18,-47,13.25,,15.0,0,0,0.1,17.1,0,0,91,0.0
2026-04-14T18:13:17.386268,node1,15335,92,"NODE1,15335,390,92",18,-40,13.0,,15.0,0,0,9.5,17.1,0,0,91,0.0
2026-04-14T18:13:25.136121,node1,15336,91,"NODE1,15336,393,91",18,-42,13.5,,15.0,0,0,0.9,17.0,0,0,91,0.0
