timestamp,node_id,soil_pct,payload_bytes,rtt_cloud_ms,jitter_ms,cpu_percent,ram_percent
1771978932.5007546,node2,15,47,128.2222,0.2079,0.0,3.4
1771978932.7673466,node1,19,49,128.4299,0.6466,0.0,3.4
1771978940.9015296,node1,19,49,127.9962,0.4337,0.0,3.4
1771978946.2143946,node2,15,48,128.2773,0.0551,0.0,3.4
1771978951.3276503,node1,19,48,477.5434,349.5471,0.0,3.4
1771978959.0028007,node2,15,47,128.0935,0.1838,0.0,3.4
1771978960.5346754,node1,19,49,128.7475,348.7959,0.0,3.4
1771978968.7761655,node1,19,49,127.6386,1.1089,0.0,3.4
1771978971.9392674,node2,15,48,128.154,0.0606,0.0,3.4
1771978979.1731415,node1,19,49,128.1097,0.4711,0.1,3.4
1771978983.0427468,node2,14,48,127.7335,0.4206,0.0,3.4
1771978989.8492842,node1,19,49,128.8137,0.7041,0.0,3.4
1771978994.4575622,node2,15,48,134.6481,6.9146,0.0,3.4
1771978998.1089249,node1,19,49,128.2468,0.567,0.0,3.4
1771979006.2993095,node2,15,48,128.1803,6.4678,0.0,3.4
1771979008.3835056,node1,19,49,128.1216,0.1252,0.1,3.4
1771979018.250656,node1,19,49,128.2732,0.1516,0.0,3.4
1771979019.9612877,node2,15,48,128.0727,0.1075,0.0,3.4
1771979028.4431858,node1,19,49,128.2594,0.0138,0.0,3.4
1771979033.175699,node2,15,47,128.3548,0.282,0.1,3.4
1771979045.075334,node2,15,48,128.8555,0.5007,0.0,3.4
1771979047.6735399,node1,16,49,128.1548,0.1047,0.1,3.4
1771979055.8536527,node1,15,49,130.7654,2.6107,0.0,3.4
1771979058.7151346,node2,14,49,128.15,0.7055,0.0,3.4
1771979066.455811,node1,16,49,128.7346,2.0308,0.0,3.4
1771979071.1040998,node2,15,49,128.2604,0.1104,0.0,3.4
1771979075.136627,node1,15,49,128.6519,0.0827,0.0,3.4
1771979083.5525272,node2,15,49,128.2096,0.0508,0.0,3.4
1771979084.8490036,node1,16,49,128.104,0.5479,0.0,3.4
1771979095.4896436,node2,15,49,128.202,0.0076,0.0,3.4
1771979104.797819,node1,15,48,128.5062,0.4022,0.0,3.4
1771979107.7304502,node2,15,49,128.0897,0.1123,0.0,3.4
1771979113.0679011,node1,16,49,128.073,0.4332,0.0,3.4
1771979120.8623714,node2,15,49,125.8266,2.2631,0.0,3.4
1771979133.016057,node1,16,49,127.2454,0.8276,0.0,3.4
1771979134.136612,node2,15,49,129.5037,3.6771,0.2,3.5
1771979142.9351568,node1,15,49,127.841,0.5956,0.0,3.5
1771979146.694158,node2,15,49,128.7251,0.7787,0.0,3.4
1771979153.2815857,node1,15,49,472.2795,344.4386,0.0,3.4
1771979158.9007394,node2,15,49,129.8332,1.1082,0.0,3.4
1771979163.8876128,node1,15,49,129.6909,342.5887,0.0,3.4
1771979170.6186464,node2,15,49,129.8687,0.0355,0.0,3.4
1771979173.71504,node1,16,49,127.707,1.9839,0.0,3.4
1771979182.5085745,node2,15,49,129.801,0.0677,0.0,3.4
1771979183.1975434,node1,15,49,129.9334,2.2264,0.0,3.4
1771979191.8456376,node1,15,49,130.0151,0.0818,0.0,3.4
1771979194.406812,node2,15,49,129.9427,0.1416,0.0,3.5
1771979199.8490388,node1,15,49,129.7479,0.2673,0.0,3.4
1771979206.5938046,node2,15,49,129.884,0.0587,0.0,3.4
1771979208.0722864,node1,15,49,136.9536,7.2057,0.0,3.4
1771979217.2459884,node1,15,49,129.1003,7.8533,0.0,3.4
1771979220.265447,node2,15,49,129.5924,0.2916,0.1,3.4
1771979225.423674,node1,15,49,130.8258,1.7254,0.0,3.4
1771979232.4630594,node2,15,49,130.1081,0.5157,0.0,3.4
1771979233.699845,node1,15,49,130.2874,0.5383,0.0,3.4
1771979242.4963403,node1,16,49,130.6636,0.3762,0.0,3.4
1771979243.733811,node2,15,49,129.8461,0.262,0.0,3.4
1771979251.3474317,node1,15,49,130.0876,0.576,0.0,3.4
1771979256.254584,node2,15,49,129.9226,0.0765,0.1,3.4
1771979260.0204716,node1,15,49,129.6103,0.4773,0.0,3.4
1771979268.3950605,node1,15,49,129.8952,0.2849,0.0,3.4
1771979269.9501147,node2,15,49,130.1706,0.248,0.0,3.4
1771979276.887859,node1,15,49,129.9245,0.0293,0.0,3.4
1771979282.5580873,node2,15,49,129.807,0.3636,0.0,3.4
1771979287.846942,node1,15,49,130.053,0.1285,0.1,4.3
1771979295.231053,node2,15,49,129.6766,0.1304,0.0,3.7
1771979296.5382934,node1,15,49,130.3358,0.2828,0.0,3.7
1771979305.068195,node1,15,49,129.7357,0.6001,0.0,3.5
1771979308.1001534,node2,15,49,129.9188,0.2422,0.0,3.5
1771979314.5944235,node1,15,49,131.5403,1.8046,0.0,3.5
1771979321.4088356,node2,14,49,129.9372,0.0184,0.0,3.4
1771979324.445402,node1,15,49,129.755,1.7853,0.0,3.4
1771979334.1897137,node1,15,49,130.3186,0.5636,0.0,3.4
1771979335.2967036,node2,15,49,129.9908,0.0536,0.0,3.4
1771979342.4557052,node1,15,49,130.0941,0.2246,0.0,3.4
1771979348.176491,node2,15,49,133.5824,3.5915,0.0,3.4
1771979352.8144174,node1,15,49,129.7517,0.3424,0.1,3.4
1771979362.188516,node2,15,49,129.503,4.0793,0.0,3.4
1771979362.5680866,node1,15,49,130.178,0.4263,0.0,3.4
1771979371.5171244,node1,15,49,129.7143,0.4637,0.0,3.4
1771979375.507441,node2,15,49,130.2705,0.7675,0.0,3.4
1771979382.068138,node1,15,49,129.7741,0.0598,0.0,3.4
1771979388.5981195,node2,15,49,128.8691,1.4014,0.0,3.4
1771979391.6887152,node1,15,49,130.0776,0.3035,0.1,3.4
1771979401.9214935,node1,16,49,491.6329,361.5553,0.0,3.4
1771979402.0500767,node2,15,49,168.0491,39.18,0.0,3.4
1771979411.566822,node1,15,49,130.4123,361.2206,0.0,3.4
1771979415.9353936,node2,15,49,131.1288,36.9203,0.0,3.4
1771979421.1280618,node1,15,49,128.8824,1.5299,0.0,3.4
1771979427.4450736,node2,15,49,129.5505,1.5783,0.0,3.4
1771979430.724584,node1,15,49,130.2211,1.3387,0.0,3.4
1771979439.3457038,node1,15,49,129.8575,0.3636,0.0,3.4
1771979439.8626473,node2,15,49,129.8265,0.2761,0.0,3.4
1771979448.5154674,node1,15,49,129.9512,0.0937,0.0,3.4
1771979452.4183686,node2,15,49,464.8943,335.0677,0.1,3.4
1771979459.2728367,node1,16,49,129.7822,0.169,0.0,3.4
1771979463.4161065,node2,15,49,129.0033,335.891,0.0,3.4
1771979467.8106015,node1,15,49,130.1627,0.3805,0.1,3.4
1771979477.287371,node2,15,49,129.987,0.9837,0.0,3.4
1771979478.6103382,node1,15,49,129.2951,0.8676,0.0,3.4
1771979488.7220006,node1,15,49,130.1262,0.8311,0.0,3.4
1771979489.6520028,node2,15,49,129.5896,0.3974,0.0,3.4
1771979498.2158854,node1,15,49,129.9605,0.1657,0.0,3.4
1771979500.9108806,node2,58,49,130.1138,0.5243,0.0,3.4
1771979508.1692708,node1,15,49,129.8487,0.1118,0.0,3.4
1771979514.335881,node2,58,49,130.5513,0.4375,0.0,3.4
1771979516.4634616,node1,16,49,129.7822,0.0665,0.0,3.4
1771979526.7785544,node1,16,49,129.8299,0.0477,0.0,3.4
1771979527.8840017,node2,58,49,129.7901,0.7613,0.0,3.4
1771979537.4741714,node1,15,49,129.9274,0.0975,0.0,3.4
1771979539.2912788,node2,59,49,129.966,0.176,0.0,3.4
1771979548.294083,node1,15,49,129.7264,0.201,0.1,3.4
1771979552.5605726,node2,59,49,129.8382,0.1278,0.0,3.4
1771979556.3032484,node1,15,49,129.8847,0.1583,0.0,3.4
1771979564.0568757,node2,58,49,129.8468,0.0086,0.0,3.4
1771979565.4719675,node1,16,49,130.2674,0.3827,0.0,3.4
1771979574.8974705,node1,15,49,131.8898,1.6224,0.0,3.4
1771979577.5592973,node2,59,49,129.6751,0.1717,0.0,3.4
