timestamp,node_id,soil_pct,payload_bytes,rtt_cloud_ms,jitter_ms,cpu_percent,ram_percent
1772071873.9735255,node2,32,48,125.001,0.6597,0.0,3.7
1772071878.4088848,node1,32,49,125.071,0.4976,0.0,3.7
1772071886.8149703,node2,37,48,125.0949,0.0939,0.0,3.7
1772071887.5886037,node1,36,49,124.9483,0.1228,0.3,3.7
1772071896.0551472,node1,34,49,125.0589,0.1106,0.0,3.7
1772071898.487644,node2,100,49,124.9299,0.165,0.0,3.7
1772071906.0681653,node1,35,49,125.7169,0.658,0.0,3.7
1772071911.1994076,node2,97,48,124.4507,0.4792,0.0,3.6
1772071915.0037844,node1,34,49,125.5608,0.1562,0.0,3.7
1772071925.1536016,node2,98,48,125.1924,0.7417,0.0,3.6
1772071925.3137462,node1,33,49,124.9475,0.6132,0.0,3.7
1772071934.2275195,node1,33,49,125.1135,0.1659,0.0,3.6
1772071936.9619687,node2,98,48,124.9082,0.2842,0.0,3.6
1772071944.9937408,node1,33,49,125.2944,0.181,0.0,3.6
1772071950.477093,node2,100,49,125.4435,0.5352,0.0,3.6
1772071954.4751632,node1,32,49,125.1125,0.1819,0.1,3.7
1772071971.5707834,node1,33,49,124.115,0.9975,0.0,3.6
1772071974.7681403,node2,84,48,125.6695,0.226,0.1,3.6
1772071982.275441,node1,34,49,124.0373,0.0777,0.0,3.7
1772071988.1786149,node2,91,48,124.7313,0.9382,0.0,3.7
1772071992.061538,node1,28,49,125.005,0.9677,0.1,3.7
1772072000.9749146,node1,34,49,125.3901,0.385,0.0,3.6
1772072001.4190605,node2,89,48,125.5679,0.8366,0.0,3.6
1772072009.1185362,node1,70,49,125.0215,0.3686,0.0,3.7
1772072013.853294,node2,85,48,125.519,0.0489,0.1,3.6
1772072018.6035168,node1,51,49,124.5584,0.463,0.0,3.6
1772072026.8695605,node2,97,48,125.042,0.4771,0.0,3.6
1772072027.582974,node1,58,49,124.9256,0.3672,0.0,3.6
1772072036.0885627,node1,68,49,125.133,0.2074,0.0,3.6
1772072037.9706593,node2,94,48,124.4609,0.581,0.0,3.6
1772072047.0632498,node1,63,49,125.0675,0.0656,0.0,3.7
1772072050.1129887,node2,85,48,125.4401,0.9792,0.0,3.7
1772072057.6450617,node1,64,49,125.1216,0.0541,0.0,3.7
1772072061.7112358,node2,41,48,124.0308,1.4093,0.0,3.6
1772072066.0258515,node1,62,49,125.4642,0.3426,0.0,3.7
1772072073.140288,node2,28,48,124.1863,0.1554,0.0,3.8
1772072075.3827922,node1,59,49,125.6683,0.2041,0.3,3.8
1772072085.815513,node1,64,49,125.0672,0.6011,0.0,3.7
1772072086.1913815,node2,27,48,125.0486,0.8624,0.0,3.7
1772072095.7511902,node1,59,49,127.4743,2.4071,0.0,3.7
1772072097.6690338,node2,27,48,122.8757,2.1729,0.0,3.7
1772072105.4441895,node1,57,49,124.9957,2.4786,0.0,3.6
1772072111.6313286,node2,25,48,132.2579,9.3822,0.0,3.6
1772072114.1120336,node1,57,49,125.5908,0.5951,0.0,3.7
1772072123.657891,node2,25,48,124.9809,7.277,0.0,3.6
1772072123.979735,node1,12,49,125.078,0.5128,0.0,3.6
1772072132.754768,node1,18,49,124.9604,0.1175,0.0,3.6
1772072137.3853521,node2,24,48,124.8672,0.1137,0.0,3.6
1772072142.2168446,node1,20,49,127.2559,2.2955,0.0,3.7
1772072148.6022756,node2,99,48,125.0446,0.1774,0.0,3.7
1772072152.293724,node1,24,49,124.7928,2.4631,0.1,3.7
1772072160.5541213,node1,17,49,124.9511,0.1583,0.0,3.7
1772072162.3166862,node2,100,49,124.9745,0.0701,0.0,3.7
1772072170.739475,node1,39,49,125.1204,0.1693,0.0,3.7
1772072176.1963458,node2,97,48,125.0515,0.077,0.0,3.7
1772072181.8165817,node1,17,49,125.4396,0.3192,0.0,3.7
1772072189.8060746,node2,92,48,124.5284,0.5231,0.0,3.6
1772072190.1547878,node1,56,49,124.5308,0.9089,0.7,3.6
1772072199.3486059,node1,29,49,124.2452,0.2856,0.0,3.8
1772072203.0659084,node2,97,48,125.0558,0.5274,0.0,3.8
1772072209.1503785,node1,23,49,124.9921,0.747,0.0,3.7
1772072216.7365456,node2,76,48,125.0534,0.0024,0.0,3.7
1772072217.3159428,node1,30,49,124.9223,0.0699,0.0,3.7
1772072226.8298378,node1,23,49,125.0,0.0777,0.0,4.0
1772072229.1922996,node2,26,48,125.1857,0.1323,0.0,3.9
1772072236.521007,node1,28,49,138.4814,13.4814,0.0,3.8
1772072241.5523376,node2,89,48,124.8477,0.3381,0.0,3.7
1772072246.5076122,node1,21,49,124.8999,13.5815,0.0,3.7
1772072254.548145,node2,92,48,126.0788,1.2312,0.0,3.6
1772072255.6535478,node1,50,49,124.9096,0.0098,0.0,3.6
1772072264.6546993,node1,40,49,124.1171,0.7925,0.0,3.6
1772072265.9748697,node2,67,48,124.2459,1.833,0.4,3.6
1772072274.410033,node1,27,49,124.8624,0.7453,0.0,3.6
1772072278.958836,node2,81,48,129.5617,5.3158,0.1,3.6
1772072282.6467872,node1,25,49,124.2549,0.6075,0.0,3.6
1772072292.2882862,node1,54,49,124.9857,0.7308,0.0,3.6
1772072292.7005136,node2,82,48,124.7349,4.8268,0.0,3.6
1772072301.9477725,node1,39,49,125.0904,0.1047,0.0,3.6
1772072306.3219318,node2,74,48,124.7928,0.0579,0.1,3.6
1772072311.4803286,node1,25,49,125.0365,0.0539,0.0,3.6
1772072319.93167,node2,78,48,124.9986,0.2058,0.1,3.7
1772072320.9146066,node1,57,49,124.6035,0.433,0.0,3.6
1772072330.5138154,node1,26,49,125.1009,0.4973,0.0,3.6
1772072332.4183118,node2,77,48,123.0896,1.909,0.0,3.6
1772072343.4508612,node2,88,48,124.9323,1.8427,0.0,3.6
1772072348.8574185,node1,56,49,124.9778,0.123,0.0,3.6
1772072356.9338586,node2,81,48,124.4466,0.4857,0.0,3.6
1772072358.2844825,node1,60,49,125.3979,0.4201,0.0,3.7
1772072368.5391746,node2,79,48,125.1552,0.7086,0.0,3.6
1772072378.4408486,node1,19,49,125.15,0.248,0.0,3.6
1772072381.13256,node2,75,48,124.9599,0.1953,0.1,3.7
1772072387.5247138,node1,30,49,124.9983,0.1516,0.0,3.6
1772072393.7780368,node2,84,48,125.2396,0.2797,0.0,3.6
1772072397.3661754,node1,37,49,124.8155,0.1829,0.0,3.6
1772072406.721758,node2,100,49,125.0019,0.2377,0.0,3.6
1772072408.496672,node1,52,49,124.9526,0.1371,0.0,3.6
1772072417.4726505,node1,30,49,125.0322,0.0796,0.0,3.6
1772072419.4196613,node2,100,48,124.6257,0.3762,0.0,3.6
1772072427.6479268,node1,27,49,124.9344,0.0978,0.0,3.6
1772072430.6370277,node2,100,48,125.1845,0.5589,0.0,3.6
1772072438.6106405,node1,43,49,124.9344,0.0,0.1,3.7
1772072442.446809,node2,100,48,125.3846,0.2,0.1,3.7
1772072449.171768,node1,23,49,126.9672,2.0328,0.0,3.6
1772072454.5561345,node2,100,48,125.1116,0.273,0.0,3.6
1772072458.5756085,node1,20,49,125.2294,1.7378,0.0,3.6
1772072466.8751097,node2,100,48,125.3898,0.2782,0.0,3.6
1772072469.2957978,node1,20,49,125.3438,0.1144,0.0,3.6
1772072479.0478704,node2,100,48,128.6693,3.2794,0.0,3.6
1772072479.9778829,node1,40,49,124.5835,0.7603,0.0,3.6
1772072489.3233886,node1,21,49,124.4111,0.1724,0.0,3.6
1772072491.9907715,node2,100,48,124.9673,3.7019,0.1,3.6
1772072498.1869705,node1,27,49,125.8914,1.4803,0.0,3.6
1772072504.2262912,node2,100,48,125.0215,0.0541,0.0,3.7
1772072508.275812,node1,20,49,125.4239,0.4675,0.0,3.7
1772072515.8433132,node2,100,48,124.4707,0.5507,0.0,3.7
1772072518.5721886,node1,25,49,124.6555,0.7684,0.0,3.7
1772072526.800752,node1,35,49,124.979,0.3235,0.0,3.7
1772072529.5533757,node2,100,48,125.0558,0.5851,0.0,3.6
1772072535.080429,node1,20,49,125.1314,0.1523,0.0,3.6
1772072542.7859557,node2,92,48,125.0782,0.0224,0.0,3.6
1772072544.5537891,node1,30,49,124.9161,0.2153,0.0,3.6
1772072553.9433265,node1,21,49,124.6693,0.2468,0.0,3.7
1772072554.3723314,node2,90,48,124.8233,0.2549,0.0,3.7
1772072563.8062866,node1,22,49,125.0739,0.4046,0.0,3.7
1772072567.3179512,node2,75,48,124.9847,0.1614,0.1,3.7
1772072572.8642726,node1,23,49,125.1838,0.1099,0.0,3.7
1772072581.101536,node2,33,48,124.9955,0.0107,0.0,3.6
1772072581.8580139,node1,46,49,124.9971,0.1867,0.0,3.6
1772072591.3702097,node1,30,49,124.4767,0.5205,0.0,3.6
1772072593.5661168,node2,29,48,125.2751,0.2797,0.0,3.6
1772072601.8651488,node1,29,49,124.4168,0.0598,0.1,3.6
1772072605.2746804,node2,29,48,124.9678,0.3073,0.0,3.7
1772072611.4913778,node1,56,49,125.0696,0.6528,0.0,3.7
1772072616.4834843,node2,27,48,125.1738,0.206,0.0,3.6
1772072620.6346414,node1,30,49,125.5617,0.4921,0.0,3.7
1772072629.251528,node1,33,49,124.9714,0.5903,0.0,3.7
1772072630.2158842,node2,79,48,124.9874,0.1864,0.0,3.7
1772072640.0652294,node1,16,49,125.0718,0.1004,0.0,3.6
1772072641.4144948,node2,85,48,124.8944,0.093,0.0,3.6
1772072649.5300465,node1,52,49,124.0048,1.0669,0.0,3.6
1772072654.2040913,node2,24,48,125.0048,0.1104,0.0,3.6
1772072658.2154634,node1,52,49,124.4583,0.4535,0.1,3.6
1772072665.3038957,node2,21,48,125.0722,0.0675,0.0,3.7
1772072667.1709304,node1,53,49,124.9907,0.5324,0.0,3.7
1772072677.006572,node2,93,48,124.9838,0.0885,0.0,3.7
1772072677.2289894,node1,18,49,125.046,0.0553,0.0,3.7
1772072688.1869357,node1,54,49,124.0187,1.0273,0.0,3.6
1772072689.3139467,node2,100,49,124.9914,0.0076,0.0,3.6
1772072697.595648,node1,37,49,124.8977,0.879,0.0,3.6
1772072702.8014588,node2,97,48,125.0994,0.108,0.0,3.6
1772072706.955229,node1,18,49,136.8976,11.9998,0.0,3.6
1772072716.0756545,node1,51,49,125.1097,11.7879,0.0,3.7
1772072716.34307,node2,96,48,124.1291,0.9704,0.0,3.7
1772072724.9843662,node1,53,49,124.9144,0.1953,0.0,3.6
1772072729.587302,node2,90,48,124.9559,0.8268,0.0,3.6
1772072733.9411755,node1,18,49,124.8796,0.0348,0.0,3.7
1772072741.997968,node2,93,48,124.9933,0.0374,0.1,3.7
1772072742.1874435,node1,47,49,124.6135,0.2661,0.0,3.7
1772072750.2438202,node1,37,49,125.3698,0.7563,0.0,3.7
1772072754.1494844,node2,94,48,125.0036,0.0103,0.1,3.6
1772072760.2298174,node1,25,49,124.9912,0.3786,0.0,3.7
1772072765.3865888,node2,92,48,125.3772,0.3736,0.0,3.6
1772072770.0428407,node1,26,49,125.5939,0.6027,0.1,3.6
1772072777.0490181,node2,94,48,124.1479,1.2293,0.0,3.7
1772072780.2957613,node1,20,49,129.36,3.7661,0.0,3.7
1772072789.167923,node1,35,49,124.3467,5.0132,0.0,3.7
1772072789.860145,node2,85,48,124.7451,0.5972,0.0,3.7
1772072799.5320919,node1,56,49,125.1466,0.7999,0.0,3.7
1772072801.1852648,node2,83,48,124.2919,0.4532,0.0,3.7
1772072809.332306,node1,30,49,125.0925,0.0541,0.0,3.7
1772072812.9246376,node2,91,48,124.8829,0.591,0.0,3.6
1772072819.5422974,node1,57,49,124.9053,0.1872,0.0,3.7
1772072825.936235,node2,90,48,126.0123,1.1294,0.0,3.7
1772072828.0631065,node1,34,49,125.1025,0.1972,0.0,3.7
1772072847.5485816,node1,22,49,124.9745,0.128,0.0,3.6
1772072850.5994575,node2,27,48,124.9964,1.0159,0.0,3.6
1772072858.0378203,node1,30,49,125.0842,0.1097,0.0,3.7
1772072863.882099,node2,28,48,125.1028,0.1063,0.0,3.7
1772072867.0366123,node1,34,49,124.949,0.1352,0.0,3.6
1772072875.043904,node2,29,48,124.1808,0.922,0.0,3.6
1772072875.4618807,node1,37,49,125.0315,0.0825,0.0,3.7
1772072886.357026,node1,32,49,125.1125,0.0811,0.0,3.6
1772072888.0471401,node2,30,48,125.0727,0.8919,0.0,3.7
1772072895.0204954,node1,54,49,125.3164,0.2038,0.0,3.6
1772072900.5268955,node2,29,48,125.2074,0.1347,0.0,3.6
1772072905.023045,node1,58,49,125.4768,0.1605,0.0,3.6
1772072911.9572306,node2,30,48,124.9549,0.2525,0.0,3.6
1772072914.8530796,node1,30,49,125.2253,0.2515,0.1,3.7
1772072923.3841805,node2,31,48,124.1238,0.8311,0.0,3.7
1772072925.4472628,node1,40,49,126.2977,1.0724,0.0,3.7
1772072934.039145,node1,46,49,125.0491,1.2486,0.0,3.7
1772072935.3237484,node2,32,48,125.0587,0.9348,0.2,3.7
1772072943.463541,node1,16,49,125.0539,0.0048,0.0,3.6
1772072948.3203657,node2,31,48,125.1516,0.093,0.0,3.7
1772072954.0590863,node1,58,49,125.0806,0.0267,0.0,3.7
1772072961.8339486,node2,29,48,126.1663,1.0147,0.0,3.6
1772072962.8880467,node1,52,49,125.0782,0.0024,0.2,3.7
1772072973.2900252,node1,33,49,124.9881,0.0901,0.0,3.6
1772072974.1112304,node2,29,48,124.012,2.1544,0.0,3.6
1772072984.3507142,node1,47,49,125.113,0.1249,0.0,3.6
1772072988.1067145,node2,28,48,124.9199,0.9079,0.0,3.6
1772072994.5388439,node1,35,49,125.814,0.701,0.1,3.6
1772072999.663452,node2,28,48,125.0896,0.1698,0.0,3.6
1772073005.07419,node1,55,49,125.3471,0.4668,0.0,3.6
1772073012.44963,node2,27,48,125.8845,0.7949,0.0,3.6
1772073014.0606642,node1,46,49,124.9163,0.4308,0.2,3.6
1772073023.9791903,node1,58,49,124.9411,0.0248,0.0,3.6
1772073025.847523,node2,26,48,125.1295,0.7551,0.1,3.6
1772073034.7524495,node1,32,49,125.0355,0.0944,0.0,3.7
1772073037.3302727,node2,26,48,125.2022,0.0727,0.0,3.7
1772073044.3849723,node1,59,49,125.169,0.1335,0.0,3.7
1772073048.7405214,node2,26,48,124.989,0.2131,0.0,3.6
1772073054.421069,node1,35,49,125.0749,0.0942,0.0,3.7
1772073062.726107,node2,24,48,124.9461,0.0429,0.0,3.6
1772073063.8836515,node1,35,49,124.7826,0.2923,0.2,3.7
1772073072.1285446,node1,30,49,125.1905,0.4079,0.0,3.6
1772073074.7117264,node2,21,48,125.0174,0.0713,0.1,3.6
1772073081.1273377,node1,44,49,125.1142,0.0763,0.0,3.6
1772073087.6377351,node2,20,48,125.3324,0.315,0.0,3.6
1772073090.4980404,node1,53,49,125.0377,0.0765,0.1,3.6
1772073099.1051161,node2,21,48,124.1164,1.2159,0.0,3.6
1772073099.6010914,node1,39,49,125.1354,0.0978,0.0,3.6
1772073109.209444,node1,56,49,124.9549,0.1805,0.0,3.7
1772073112.642457,node2,97,48,125.0696,0.9532,0.0,3.7
1772073118.8765452,node1,58,49,124.9189,0.036,0.0,3.7
1772073124.01199,node2,98,48,124.8434,0.2263,0.0,3.7
1772073127.3353386,node1,12,49,124.9697,0.0508,0.0,3.7
1772073135.5239353,node1,40,49,127.0056,2.0359,0.0,3.7
1772073137.366488,node2,100,49,125.6645,0.8211,0.0,3.7
1772073144.7226415,node1,33,49,124.9697,2.0359,0.0,3.6
1772073150.7952197,node2,100,49,124.9394,0.725,0.0,3.6
1772073154.3762696,node1,59,49,125.087,0.1173,0.0,3.6
1772073163.0153902,node2,100,49,124.934,0.0055,0.0,3.7
1772073164.8062205,node1,28,49,124.9523,0.1347,0.0,3.7
1772073174.3638113,node2,100,49,125.1047,0.1707,0.1,3.7
1772073174.6695547,node1,34,49,124.9051,0.0472,0.0,3.7
1772073182.857208,node1,58,49,124.9514,0.0463,0.1,3.7
1772073188.2989643,node2,100,49,124.9166,0.1881,0.0,3.7
1772073192.8608296,node1,59,49,124.9933,0.042,0.0,3.7
1772073200.9622018,node2,100,49,131.7225,6.8059,0.0,3.6
1772073202.14046,node1,9,48,125.1528,0.1595,0.0,3.6
1772073211.5411818,node1,30,49,124.8932,0.2596,0.0,3.6
1772073213.1161945,node2,100,49,124.9323,6.7902,0.0,3.6
1772073221.2624242,node1,60,49,125.0663,0.1731,0.0,3.6
1772073226.723554,node2,99,48,124.9709,0.0386,0.0,3.7
1772073232.0509195,node1,20,49,125.4613,0.3951,0.0,3.7
1772073240.5419483,node2,94,48,125.0026,0.0317,0.0,3.6
1772073242.9234216,node1,51,49,125.1204,0.3409,0.1,3.6
1772073252.6059613,node2,93,48,125.2487,0.246,0.0,3.6
1772073263.687471,node1,55,49,125.7856,0.6652,0.0,3.6
1772073266.464992,node2,95,48,124.8047,0.4439,0.0,3.6
1772073273.294991,node1,12,49,125.0882,0.6974,0.0,3.6
1772073280.3937724,node2,93,48,125.0732,0.2685,0.1,3.7
1772073282.743853,node1,34,49,124.9142,0.174,0.1,3.6
1772073291.6950164,node1,47,49,125.1585,0.2444,0.0,3.6
1772073292.205445,node2,93,48,125.4182,0.345,0.0,3.6
1772073302.1318333,node1,28,49,124.8176,0.3409,0.0,3.7
1772073306.0550306,node2,93,48,124.9921,0.4261,0.0,3.7
1772073310.296449,node1,55,49,125.0446,0.227,0.0,3.6
1772073317.9047318,node2,90,48,125.319,0.3269,0.0,3.6
1772073320.1735623,node1,55,49,124.5489,0.4957,0.0,3.6
1772073329.218097,node2,91,48,125.1512,0.1678,0.0,3.6
1772073329.888447,node1,38,49,125.1037,0.5548,0.0,3.6
1772073339.9069614,node1,35,49,125.0544,0.0494,0.0,3.6
1772073341.8550062,node2,90,48,125.5214,0.3703,0.1,3.7
1772073350.2861154,node1,59,49,125.2854,0.231,0.0,3.6
1772073355.8510866,node2,92,48,126.2031,0.6816,0.0,3.6
1772073358.4714632,node1,33,49,125.0088,0.2766,0.0,3.7
1772073367.4685206,node1,52,49,124.8693,0.1395,0.0,3.6
1772073367.8255105,node2,90,48,124.9712,1.2319,0.0,3.6
1772073378.5172088,node1,32,49,125.0193,0.15,0.0,3.6
1772073381.7947135,node2,93,48,125.6008,0.6297,0.0,3.6
1772073388.0688128,node1,31,49,125.1209,0.1016,0.0,3.6
1772073393.6626766,node2,91,48,124.928,0.6728,0.0,3.6
1772073396.7708328,node1,37,49,124.9123,0.2086,0.1,3.7
1772073407.1620748,node2,88,48,124.9681,0.0401,0.0,3.7
1772073407.432675,node1,60,49,124.9607,0.0484,0.0,3.7
1772073428.140437,node1,58,49,126.8578,1.8971,0.0,3.6
1772073429.6014054,node2,87,48,125.02,0.052,0.0,3.6
1772073436.731659,node1,29,49,124.5391,2.3186,0.0,3.6
1772073442.0401978,node2,86,48,125.236,0.216,0.0,3.6
1772073446.8893323,node1,32,49,125.859,1.3199,0.0,3.6
1772073453.548103,node2,81,48,125.4115,0.1755,0.0,3.6
1772073457.566469,node1,44,49,124.9573,0.9017,0.1,3.6
1772073465.4264536,node2,84,48,124.006,1.4055,0.0,3.7
1772073467.7396743,node1,41,49,124.9592,0.0019,0.1,3.7
1772073476.3376243,node1,62,49,124.8059,0.1533,0.0,3.7
1772073478.3707435,node2,86,48,124.9526,0.9465,0.0,3.7
1772073485.2008514,node1,64,49,124.9123,0.1063,0.0,3.7
1772073490.5098064,node2,84,48,125.1686,0.216,0.0,3.6
1772073494.0845766,node1,14,49,124.4483,0.464,0.0,3.6
1772073502.6223545,node2,26,48,124.2001,0.9685,0.0,3.6
1772073502.813595,node1,37,49,124.4917,0.0434,0.0,3.6
1772073511.2866921,node1,63,49,124.9969,0.5052,0.0,3.6
1772073514.8802323,node2,27,48,125.411,1.2109,0.1,3.7
1772073522.138713,node1,61,49,125.1814,0.1845,0.0,3.7
1772073527.1853106,node2,89,48,125.3202,0.0908,0.0,3.7
1772073530.4826045,node1,14,49,124.6414,0.54,0.0,3.7
1772073540.5362337,node1,44,49,124.9521,0.3107,0.0,3.6
1772073540.6999805,node2,100,49,125.2151,0.1051,0.0,3.7
1772073550.5214255,node1,43,49,124.9509,0.0012,0.0,3.6
1772073558.9741204,node1,31,49,125.1705,0.2196,0.0,3.7
1772073566.6791804,node2,27,48,124.1193,1.0958,0.0,3.6
1772073569.665326,node1,63,49,124.6426,0.5279,0.0,3.6
1772073579.2875018,node1,33,49,124.1729,0.4697,0.0,3.6
1772073580.5998688,node2,93,48,124.861,0.7417,0.0,3.6
1772073588.132584,node1,62,49,125.0052,0.8323,0.0,3.7
1772073593.7172031,node2,100,49,124.2099,0.6511,0.0,3.6
1772073598.2026389,node1,37,49,124.9492,0.056,0.0,3.7
1772073605.8816783,node2,87,48,125.0477,0.8378,0.0,3.6
1772073607.4764392,node1,60,49,124.9316,0.0176,0.0,3.6
1772073616.3013365,node1,31,49,124.7866,0.145,0.0,3.6
1772073617.9510043,node2,29,48,125.3939,0.3462,0.0,3.6
1772073625.4249527,node1,46,49,125.4325,0.6459,0.0,3.6
1772073631.2996888,node2,86,48,125.0451,0.3488,0.0,3.6
1772073635.6507683,node1,61,49,125.0217,0.4108,0.0,3.7
1772073644.6476438,node2,82,48,124.418,0.627,0.0,3.6
1772073645.8747523,node1,63,49,124.9437,0.078,0.0,3.6
1772073654.1970668,node1,65,49,125.6504,0.7067,0.0,3.6
1772073658.3427782,node2,88,48,125.071,0.653,0.1,3.6
1772073663.1604912,node1,65,49,127.0452,1.3947,0.0,3.6
1772073670.561215,node2,77,48,124.9704,0.1006,0.0,3.6
1772073672.355999,node1,64,49,124.9883,2.0568,0.0,3.6
1772073680.7660704,node1,65,49,125.2491,0.2608,0.0,3.6
1772073682.5080903,node2,69,48,125.3273,0.3569,0.0,3.6
1772073689.076037,node1,65,49,125.0019,0.2472,0.0,3.7
1772073696.3252091,node2,70,48,124.9781,0.3493,0.0,3.7
1772073697.3208175,node1,66,49,125.2258,0.2239,0.0,3.7
1772073705.4092853,node1,63,49,124.3169,0.9089,0.1,3.7
1772073709.6547952,node2,77,48,124.8674,0.1106,0.0,3.6
1772073716.0219266,node1,10,49,124.9387,0.6218,0.0,3.7
1772073722.166494,node2,64,48,124.9323,0.0648,0.0,3.7
1772073724.9550452,node1,38,49,124.0981,0.8407,0.1,3.7
1772073733.429078,node2,91,48,124.9523,0.02,0.0,3.6
1772073734.9492323,node1,63,49,124.882,0.7839,0.0,3.7
1772073743.6361296,node1,52,49,125.0288,0.1469,0.0,3.7
1772073745.8327029,node2,95,48,125.0715,0.1192,0.0,3.7
1772073752.8427644,node1,59,49,125.0932,0.0644,0.0,3.7
1772073758.4506543,node2,79,48,123.3265,1.745,0.0,3.8
1772073763.2135746,node1,35,49,124.9621,0.1311,0.0,3.7
1772073770.6355734,node2,61,48,124.8026,1.476,0.0,3.7
1772073773.2446892,node1,65,49,124.8338,0.1283,0.0,3.7
1772073782.2810166,node1,36,49,125.1073,0.2735,0.0,3.7
1772073783.066446,node2,59,48,124.9459,0.1433,0.0,3.7
1772073791.6750338,node1,31,49,125.422,0.3147,0.0,3.6
1772073796.911222,node2,56,48,125.1659,0.2201,0.0,3.6
1772073800.5637796,node1,40,49,124.9778,0.4442,0.1,3.6
1772073808.9054017,node1,68,49,125.1564,0.1786,0.0,3.6
1772073809.1038358,node2,60,48,126.5056,1.3397,0.0,3.7
1772073818.354146,node1,65,49,125.1209,0.0355,0.0,3.7
1772073820.134687,node2,63,48,124.5604,1.9453,0.0,3.7
1772073829.1782856,node1,28,49,124.6371,0.4838,0.0,3.7
1772073834.047958,node2,58,48,124.9442,0.3839,0.1,3.7
1772073837.8649094,node1,38,49,124.9585,0.3214,0.0,3.7
1772073855.7219715,node1,34,49,125.0312,0.0727,0.0,3.6
1772073858.274257,node2,100,49,124.9447,0.0005,0.1,3.7
1772073864.7510402,node1,30,49,125.9675,0.9363,0.0,3.6
1772073869.8579168,node2,34,48,124.9661,0.0215,0.0,3.7
1772073875.2314758,node1,36,49,125.0494,0.9181,0.0,3.7
1772073883.2081308,node2,31,48,125.8254,0.8593,0.0,3.7
1772073883.8611014,node1,65,49,124.9397,0.1097,0.0,3.7
1772073892.5093606,node1,66,49,124.922,0.0176,0.0,3.7
1772073896.818545,node2,30,48,124.8183,1.0071,0.0,3.7
1772073901.6465306,node1,32,49,125.0205,0.0985,0.1,3.7
1772073909.1523943,node2,29,48,124.8884,0.0701,0.0,3.7
1772073911.6093996,node1,56,49,124.6531,0.3674,0.0,3.6
1772073920.44382,node2,29,48,125.6278,0.7393,0.0,3.6
1772073920.8013473,node1,34,49,124.9177,0.2646,0.0,3.6
1772073929.218941,node1,67,49,124.9106,0.0072,0.0,3.6
1772073932.8649614,node2,30,48,125.005,0.6227,0.0,3.7
1772073938.3926392,node1,22,49,125.0024,0.0918,0.0,3.6
1772073946.719535,node2,30,48,125.1192,0.1142,0.0,3.7
1772073947.2512867,node1,33,49,124.346,0.6564,0.0,3.7
1772073956.811627,node1,64,49,125.0756,0.7296,0.0,3.6
1772073957.894909,node2,30,48,124.9099,0.2093,0.0,3.6
1772073965.3841934,node1,42,49,123.3094,1.7662,0.0,3.6
1772073970.889363,node2,30,48,125.0384,0.1285,0.0,3.6
1772073973.4194527,node1,30,49,125.0141,1.7047,0.0,3.6
1772073983.876889,node2,31,48,124.9084,0.1299,0.0,3.6
1772073984.391012,node1,30,49,123.8625,1.1516,0.0,3.7
1772073994.6146302,node1,34,49,125.9906,2.1281,0.0,3.7
1772073995.9000838,node2,30,48,125.442,0.5336,0.2,3.7
1772074005.5950453,node1,48,49,128.8912,2.9006,0.0,3.7
1772074008.4055283,node2,30,48,125.1576,0.2844,0.0,3.7
1772074015.0448205,node1,26,49,125.0842,3.8071,0.0,3.7
1772074021.9823518,node2,32,48,125.4578,0.3002,0.0,3.7
1772074025.07729,node1,38,49,124.99,0.0942,0.1,3.7
1772074034.3872726,node1,45,49,125.2241,0.2341,0.0,3.7
1772074034.5552173,node2,32,48,124.8665,0.5913,0.0,3.7
1772074044.3513398,node1,71,49,125.1664,0.0577,0.0,3.7
1772074046.1670268,node2,32,48,124.0437,0.8228,0.1,3.7
1772074053.3204327,node1,37,49,125.0479,0.1185,0.0,3.7
1772074058.4484255,node2,32,48,125.6897,1.646,0.0,3.7
1772074061.433598,node1,70,49,124.7859,0.262,0.0,3.7
1772074081.4686568,node1,68,49,125.0253,0.2394,0.0,3.6
1772074084.4555812,node2,32,48,125.7555,0.0658,0.0,3.6
1772074090.548914,node1,65,49,126.5337,1.5085,0.0,3.6
1772074096.50536,node2,32,48,124.9435,0.8121,0.0,3.7
1772074100.332902,node1,34,49,125.1676,1.3661,0.0,3.7
1772074110.0690675,node2,30,48,124.0587,0.8848,0.0,3.7
1772074110.4920237,node1,67,49,124.9082,0.2594,0.0,3.7
1772074119.7514484,node1,31,49,124.3763,0.5319,0.0,3.8
1772074122.492586,node2,29,48,125.2205,1.1618,0.0,3.8
1772074129.9237292,node1,38,49,125.4983,1.122,0.0,3.7
1772074134.3112562,node2,30,48,125.1557,0.0648,0.0,3.7
1772074140.4991689,node1,45,49,125.0026,0.4957,0.0,3.7
1772074145.4188778,node2,29,48,125.0341,0.1216,0.0,3.7
1772074150.0150821,node1,45,49,124.0935,0.9091,0.0,3.6
1772074158.4807348,node2,78,49,125.2387,0.2046,0.1,3.6
1772074169.379874,node1,47,49,124.7418,0.6483,0.0,3.6
1772074172.1997087,node2,92,48,124.9845,0.2542,0.0,3.6
1772074178.8754385,node1,71,49,124.8469,0.1051,0.0,3.6
1772074183.9315462,node2,99,48,125.066,0.0815,0.0,3.8
1772074188.8498967,node1,69,49,124.8848,0.0379,0.0,3.7
1772074196.9603293,node2,35,48,125.1082,0.0422,0.0,3.7
