timestamp,node_id,counter,soil_pct,rssi,missing_packets,payload_bytes,decision_latency_ms,jitter_ms,cpu_percent,ram_percent,gateway_batt_pct,gateway_current_ma
1773784384.6780174,node2,0,0,-63,0,94,130.2853,130.2853,0.0,3.6,71,0.0
1773784387.1575408,node1,0,100,-71,0,96,129.9076,129.9076,0.0,3.6,70,0.0
1773784395.180973,node1,1,100,-58,0,96,129.8048,0.1028,0.0,3.6,70,0.0
1773784397.7795944,node2,1,94,-53,0,95,130.0905,0.1948,0.0,3.6,70,0.0
1773784405.7411015,node1,2,100,-60,0,96,130.2049,0.4001,0.0,3.6,71,0.0
1773784410.9583275,node2,2,91,-55,0,95,129.7531,0.3374,0.0,3.6,71,0.0
1773784414.7485363,node1,3,100,-56,0,96,130.0335,0.1714,0.0,3.6,70,0.0
1773784423.592424,node1,4,100,-63,0,96,129.9562,0.0772,0.0,3.6,70,0.0
1773784424.9228938,node2,3,95,-56,0,95,129.8792,0.1261,0.0,3.6,70,0.0
1773784432.95125,node1,5,100,-60,0,96,129.2794,0.6769,0.1,3.6,70,0.0
1773784443.9463441,node1,6,100,-59,0,96,129.9257,0.6464,0.1,3.6,70,0.0
1773784449.9355378,node2,5,89,-61,1,95,130.0113,0.1321,0.1,3.6,70,0.0
1773784454.7313488,node1,7,100,-60,0,96,130.0094,0.0837,0.0,3.6,70,0.0
1773784462.8404243,node2,6,98,-57,0,95,130.1565,0.1452,0.0,3.6,71,0.0
1773784463.3049476,node1,8,100,-61,0,96,130.0228,0.0134,0.0,3.6,70,0.0
1773784471.9814281,node1,9,100,-61,0,96,129.8306,0.1922,0.0,3.6,70,0.0
1773784475.057722,node2,7,93,-56,0,95,129.8275,0.329,0.2,3.6,70,0.0
1773784482.6691325,node1,10,100,-60,0,97,130.2168,0.3862,0.0,3.6,70,0.0
1773784486.5284638,node2,8,98,-57,0,95,129.8501,0.0226,0.1,3.6,70,0.0
1773784491.1875658,node1,11,100,-60,0,97,129.7331,0.4838,0.1,3.6,70,0.0
1773784498.3035507,node2,9,91,-57,0,95,129.842,0.0081,0.0,3.6,70,0.0
1773784500.820896,node1,12,100,-60,0,97,129.9727,0.2396,0.1,3.6,70,0.0
1773784509.9347472,node2,10,91,-57,0,96,130.0433,0.2012,0.0,3.6,70,0.0
1773784510.340154,node1,13,100,-60,0,97,130.7967,0.824,0.0,3.6,70,0.0
