timestamp,node_id,counter,soil_pct,rssi,missing_packets,payload_bytes,decision_latency_ms,jitter_ms,cpu_percent,ram_percent,gateway_batt_pct,gateway_current_ma
1774815060.260556,node1,31473,100,-65,0,100,118.1531,118.1531,0.0,3.7,67,0.0
1774815068.7498097,node1,31474,100,-64,0,100,119.3194,1.1663,0.0,3.7,67,0.0
1774815078.418521,node1,31475,100,-61,0,100,119.6451,0.3257,0.1,3.6,67,0.0
1774815089.3835707,node1,31476,100,-77,0,100,118.7856,0.8595,0.0,3.6,66,0.0
1774815098.3262718,node1,31477,100,-66,0,100,120.4929,1.7073,0.0,3.7,66,0.0
1774815108.390219,node1,31478,100,-67,0,100,118.2821,2.2109,0.0,3.7,66,0.0
1774815119.2464879,node1,31479,100,-65,0,100,121.3696,3.0875,0.0,3.6,65,0.0
1774815127.5314374,node1,31480,100,-64,0,100,119.422,1.9476,0.0,3.6,65,0.0
1774815137.8822434,node1,31481,100,-64,0,100,118.2275,1.1945,0.0,3.6,65,0.0
1774815146.3190405,node1,31482,100,-63,0,100,119.7822,1.5547,0.0,3.6,65,0.0
1774815157.0588558,node1,31483,100,-67,0,100,119.7097,0.0725,0.0,3.6,64,0.0
1774815167.9847813,node1,31484,100,-67,0,100,118.0382,1.6716,0.0,3.6,64,0.0
1774815176.9882936,node1,31485,100,-65,0,100,119.2257,1.1876,0.0,3.6,64,0.0
1774815187.545812,node1,31486,100,-66,0,100,119.6711,0.4454,0.0,3.7,64,0.0
1774815197.643005,node1,31487,100,-66,0,100,118.618,1.0531,0.0,3.6,64,0.0
1774815205.8740342,node1,31488,100,-65,0,100,120.9638,2.3458,0.0,3.6,64,0.0
1774815216.840062,node1,31489,100,-64,0,100,119.6182,1.3456,0.0,3.6,63,0.0
1774815225.860854,node1,31490,100,-62,0,100,118.8087,0.8094,0.0,3.6,63,0.0
1774815236.2338674,node1,31491,100,-62,0,100,118.5448,0.2639,0.0,3.7,63,0.0
1774815244.52285,node1,31492,100,-63,0,100,118.9885,0.4437,0.0,3.7,63,0.0
1774815254.3796566,node1,31493,100,-61,0,100,116.8468,2.1417,0.0,3.6,63,0.0
1774815264.0928092,node1,31494,100,-62,0,100,120.7471,3.9003,0.0,3.6,63,0.0
1774815274.4921257,node1,31495,100,-61,0,100,119.1676,1.5795,0.0,3.6,63,0.0
1774815284.8748817,node1,31496,100,-62,0,100,117.8384,1.3292,0.0,3.6,63,0.0
1774815295.2664084,node1,31497,100,-62,0,100,117.9883,0.15,0.0,3.7,63,0.0
1774815304.9186025,node1,31498,100,-63,0,100,118.2632,0.2749,0.0,3.6,62,0.0
1774815313.3741398,node1,31499,100,-63,0,100,119.4766,1.2133,0.1,3.7,62,0.0
1774815324.2625248,node1,31500,100,-62,0,100,119.1635,0.313,0.0,3.6,62,0.0
1774815333.2256882,node1,31501,100,-63,0,100,119.4389,0.2754,0.0,3.6,62,0.0
1774815343.9386837,node1,31502,100,-65,0,100,118.7856,0.6533,0.0,3.6,62,0.0
1774815352.704588,node1,31503,100,-63,0,100,119.4587,0.6731,0.1,3.6,62,0.0
1774815363.3509817,node1,31504,100,-63,0,100,118.8478,0.6108,0.0,3.6,62,0.0
1774815374.3109095,node1,31505,100,-64,0,100,118.8724,0.0246,0.0,3.6,62,0.0
1774815382.6307144,node1,31506,100,-64,0,100,118.9151,0.0427,0.1,3.6,62,0.0
1774815391.1249208,node1,31507,100,-62,0,100,120.023,1.1079,0.0,3.6,61,0.0
1774815399.5026805,node1,31508,100,-66,0,100,118.9578,1.0653,0.0,3.6,61,0.0
1774815409.1479506,node1,31509,100,-61,0,100,118.9735,0.0157,0.0,3.6,61,0.0
1774815418.2733274,node1,31510,100,-63,0,100,118.824,0.1495,0.0,3.6,61,0.0
1774815427.8131506,node1,31511,100,-63,0,100,118.912,0.088,0.1,3.9,61,0.0
