timestamp,node_id,counter,soil_pct,rssi,missing_packets,payload_bytes,decision_latency_ms,jitter_ms,cpu_percent,ram_percent,gateway_batt_pct,gateway_current_ma
1772752012.2278433,node1,19924,71,-59,0,99,118.7341,118.7341,0.0,4.1,98,0.0
1772752021.1220853,node1,19925,71,-60,0,99,119.091,0.3569,0.1,4.0,98,0.0
1772752022.7595499,node2,8586,73,-34,0,98,119.0417,119.0417,0.0,3.9,98,0.0
1772752030.6154528,node1,19926,72,-58,0,99,118.0878,1.0033,0.0,3.9,98,0.0
1772752035.1311865,node2,8587,73,-34,0,98,118.0241,1.0176,0.1,3.8,98,0.0
1772752039.920837,node1,19927,71,-57,0,99,118.865,0.7772,0.0,3.8,98,0.0
1772752046.2015986,node2,8588,73,-35,0,98,119.4057,1.3816,0.0,3.7,98,0.0
1772752049.314602,node1,19928,71,-56,0,99,118.7558,0.1092,0.2,4.0,98,0.0
1772752058.4048345,node1,19929,72,-59,0,99,119.3197,0.5639,0.1,3.8,98,0.0
1772752059.3665621,node2,8589,73,-34,0,98,121.8445,2.4388,0.0,3.8,98,0.0
1772752067.9838471,node1,19930,71,-59,0,99,121.0616,1.7419,0.0,3.8,98,0.0
1772752072.31934,node2,8590,73,-34,0,98,119.0097,2.8348,0.0,3.7,98,0.0
1772752077.2707279,node1,19931,72,-59,0,99,119.1554,1.9062,0.1,3.8,98,0.0
1772752083.3460414,node2,8591,73,-34,0,98,117.8288,1.1809,0.0,3.8,98,0.0
1772752088.0602505,node1,19932,72,-59,0,99,118.2506,0.9048,0.0,3.7,98,0.0
1772752096.2521112,node2,8592,73,-34,0,98,118.3841,0.5553,0.0,3.7,98,0.0
1772752097.6763086,node1,19933,71,-59,0,99,118.8045,0.5538,0.0,3.7,98,0.0
1772752105.6848986,node1,19934,71,-59,0,99,120.8105,2.0061,0.0,3.7,98,0.0
1772752109.8764465,node2,8593,73,-34,0,97,119.118,0.7339,0.0,3.7,98,0.0
1772752116.5006292,node1,19935,71,-59,0,99,118.7787,2.0318,0.0,3.7,98,0.0
1772752121.5469935,node2,8594,73,-34,0,98,117.8,1.318,0.0,3.7,98,0.0
